"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"BSV_GRANDES_CULTURES_2019_No24_cle0c9cf1"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"arboriculture ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, maraîchage ( maraîchage ) =http://ontology.inrae.fr/frenchcropusage/Maraichage, pépinière ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, pépinière ( horticulture ornementale ) =http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale"	"horticulture. Pour"	"16376-16412"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"BSV_GRANDES_CULTURES_2019_No36_cle02e122"	"premiers dégâts en"	"parcelle de colza et interculture"	"parcelle de  et interculture"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"/ repousses . COLZA"	"1164-1197"	"type=N_KON_N, match=fcu, form=parcelle de colza et interculture"
"BSV_GRANDES_CULTURES_2019_No36_cle02e122"	"ur 2 sites. D'autre"	"part, les arrachages de betteraves"	"part, les arrachages de "	"betteraves ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves"	"sont en cours et ce"	"14995-15029"	"type=N_PUN_N, match=fcu, form=part, les arrachages de betteraves"
"BSV_GRANDES_CULTURES_2019_No7_cle8446d7"	"NT Pomme de terre :"	"MILEOS et Oignon"	"MILEOS et "	"Oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	": MILONI : FREDON I"	"15768-15784"	"type=N_KON_N, match=fcu, form=MILEOS et Oignon"
"BSV_GRANDES_CULTURES_2019_No7_cle8446d7"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"arboriculture ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, maraîchage ( maraîchage ) =http://ontology.inrae.fr/frenchcropusage/Maraichage, pépinière ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, pépinière ( horticulture ornementale ) =http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale"	"horticulture, JEVI."	"16210-16246"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"BSV_NA_GC_AQUITAINE_N19_20190613_cle0c6817"	"e la résistance aux"	"traitements de semences, un suivi des races"	"traitements de , un suivi des races"	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"de mildiou est orga"	"9253-9296"	"type=N_PUN_N, match=fcu, form=traitements de semences, un suivi des races"
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"qui viennent. A ce"	"jour, les parcelles de colza"	"jour, les parcelles de "	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"du Sud-Ouest sont t"	"4315-4343"	"type=N_PUN_N, match=fcu, form=jour, les parcelles de colza"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"délégués Céréales à"	"paille et Maïs"	"paille et Maïs"	"paille ( céréale à paille ) =http://ontology.inrae.fr/frenchcropusage/Cereales_paille, Maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"Sandrine REGALDO et"	"459-473"	"type=N_KON_N, match=fcu, form=paille et Maïs"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"es sont toujours en"	"fleur et le remplissage des siliques"	" et le remplissage des siliques"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"démarre. Localement"	"4919-4955"	"type=N_KON_N, match=fcu, form=fleur et le remplissage des siliques"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"d de vallée humide,"	"présence de pailles, sol"	"présence de , sol"	"pailles ( céréale à paille ) =http://ontology.inrae.fr/frenchcropusage/Cereales_paille"	"motteux ) et plus p"	"29298-29322"	"type=N_PUN_N, match=fcu, form=présence de pailles, sol"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"délégués Céréales à"	"paille et Maïs"	"paille et Maïs"	"paille ( céréale à paille ) =http://ontology.inrae.fr/frenchcropusage/Cereales_paille, Maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"Sandrine REGALDO et"	"603-617"	"type=N_KON_N, match=fcu, form=paille et Maïs"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	". Limaces Au vu des"	"stades du maïs, les attaques"	"stades du , les attaques"	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"de ce ravageur sont"	"2543-2571"	"type=N_PUN_N, match=fcu, form=stades du maïs, les attaques"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"essentiellement sur"	"l'implication des producteurs et techniciens du maïs"	"l'implication des producteurs et techniciens du "	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"qui assureront l'ob"	"9124-9176"	"type=N_KON_N, match=fcu, form=l'implication des producteurs et techniciens du maïs"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"délégués Céréales à"	"paille et Maïs"	"paille et Maïs"	"paille ( céréale à paille ) =http://ontology.inrae.fr/frenchcropusage/Cereales_paille, Maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"Sandrine REGALDO et"	"428-442"	"type=N_KON_N, match=fcu, form=paille et Maïs"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"paille (blé tendre"	"d'hiver et orge"	"d'hiver et orge"	"orge ( orge ) =http://ontology.inrae.fr/frenchcropusage/Orges"	"d'hiver) Stade : f"	"1342-1357"	"type=N_KON_N, match=fcu, form=d'hiver et orge"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"rphe, Terre rouge à"	"châtaigniers, Limon"	", Limon"	"châtaigniers ( châtaignier ) =http://ontology.inrae.fr/frenchcropusage/Chataigniers"	"argileux profond as"	"10285-10304"	"type=N_PUN_N, match=fcu, form=châtaigniers, Limon"
"BSV_PDT_03_du_19_05_15_cle091415"	"innoculum primaire."	"Les pommes de terre, lorsqu'elles"	"Les pommes de terre, lorsqu'elles"	"pommes de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"vont se développer"	"1242-1275"	"type=N_PUN_N, match=fcu, form=Les pommes de terre, lorsqu'elles"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"microclimat humide ("	"colza, trèfle, repousses de céréales"	"colza, trèfle, repousses de céréales"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, trèfle ( trèfle ) =http://ontology.inrae.fr/frenchcropusage/Trefles, céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"...) Le travail du s"	"10379-10415"	"type=N_PUN_N, match=fcu, form=colza, trèfle, repousses de céréales"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"ants. Symptômes Sur"	"escourgeon, orges"	", orges"	"escourgeon ( orge à six rangs ) =http://ontology.inrae.fr/frenchcropusage/Orges_six_rangs"	"d'hiver et de print"	"14696-14713"	"type=N_PUN_N, match=fcu, form=escourgeon, orges"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"s rotations avec du"	"colza, céréales"	"colza, céréales"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"et fourrages leurs"	"16577-16592"	"type=N_PUN_N, match=fcu, form=colza, céréales"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"s moins appétentes ("	"moutarde, phacélie"	"moutarde, phacélie"	"moutarde ( moutarde ) =http://ontology.inrae.fr/frenchcropusage/Moutardes, phacélie ( phacélie ) =http://ontology.inrae.fr/frenchcropusage/Phacelies"	"). Symptômes Au-delà"	"17388-17406"	"type=N_PUN_N, match=fcu, form=moutarde, phacélie"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"microclimat humide ("	"colza, trèfle, repousses de céréales"	"colza, trèfle, repousses de céréales"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, trèfle ( trèfle ) =http://ontology.inrae.fr/frenchcropusage/Trefles, céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"...) PREVISIONS Les"	"10750-10786"	"type=N_PUN_N, match=fcu, form=colza, trèfle, repousses de céréales"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"ants. Symptômes Sur"	"escourgeon, orges"	", orges"	"escourgeon ( orge à six rangs ) =http://ontology.inrae.fr/frenchcropusage/Orges_six_rangs"	"d'hiver et de print"	"14782-14799"	"type=N_PUN_N, match=fcu, form=escourgeon, orges"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"s rotations avec du"	"colza, céréales"	"colza, céréales"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"et fourrages leurs"	"16663-16678"	"type=N_PUN_N, match=fcu, form=colza, céréales"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"s moins appétentes ("	"moutarde, phacélie"	"moutarde, phacélie"	"moutarde ( moutarde ) =http://ontology.inrae.fr/frenchcropusage/Moutardes, phacélie ( phacélie ) =http://ontology.inrae.fr/frenchcropusage/Phacelies"	"). Symptômes Au-delà"	"17474-17492"	"type=N_PUN_N, match=fcu, form=moutarde, phacélie"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"(retour fréquent de"	"blé, variété"	", variété"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"sensible, milieu fa"	"3947-3959"	"type=N_PUN_N, match=fcu, form=blé, variété"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"e de façon fine des"	"résidus de maïs et sorgho"	"résidus de maïs et sorgho"	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais, sorgho ( sorgho ) =http://ontology.inrae.fr/frenchcropusage/Sorghos, sorgho ( sorgho grain ) =http://ontology.inrae.fr/frenchcropusage/Sorghos_grains"	". Choix variétal. I"	"44924-44949"	"type=N_KON_N, match=fcu, form=résidus de maïs et sorgho"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"labour"	"Maïs, sorgho"	"Maïs, sorgho"	"Maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais, sorgho ( sorgho ) =http://ontology.inrae.fr/frenchcropusage/Sorghos, sorgho ( sorgho grain ) =http://ontology.inrae.fr/frenchcropusage/Sorghos_grains"	"Grain Labou"	"46287-46299"	"type=N_PUN_N, match=fcu, form=Maïs, sorgho"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"e reproduisant dans"	"le blé, le stock de cocons"	"le , le stock de cocons"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"du sol s'enrichit a"	"49260-49286"	"type=N_PUN_N, match=fcu, form=le blé, le stock de cocons"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"a phase sensible du"	"blé et la phase de ponte"	" et la phase de ponte"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"des femelles."	"49780-49804"	"type=N_KON_N, match=fcu, form=blé et la phase de ponte"
"BSV_no6_du_26-03-19_cle8da969"	"s dans la rotation ("	"pois, luzerne, colza"	"pois, luzerne, colza"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, luzerne ( luzerne ) =http://ontology.inrae.fr/frenchcropusage/Luzernes, colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	", ). Une attention p"	"5856-5876"	"type=N_PUN_N, match=fcu, form=pois, luzerne, colza"
"BSV_no6_du_26-03-19_cle8da969"	"es. A ces stades de"	"développement du blé, les symptômes"	"développement du , les symptômes"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"ne présentent pas d"	"11803-11838"	"type=N_PUN_N, match=fcu, form=développement du blé, les symptômes"
"BSV_no6_du_26-03-19_cle8da969"	"um. A ces stades de"	"développement du blé, les symptômes"	"développement du , les symptômes"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"ne présentent pas d"	"12356-12391"	"type=N_PUN_N, match=fcu, form=développement du blé, les symptômes"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"a dans la rotation ("	"colza, tournesol, soja, pois"	"colza, tournesol, soja, pois"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols, soja ( soja ) =http://ontology.inrae.fr/frenchcropusage/Sojas, pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	")Les attaques recen"	"2224-2252"	"type=N_PUN_N, match=fcu, form=colza, tournesol, soja, pois"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"rie (hétérogène) de"	"la fin de semaine, les stades des maïs"	"la fin de semaine, les stades des "	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"ont progressé. 2) P"	"1029-1067"	"type=N_PUN_N, match=fcu, form=la fin de semaine, les stades des maïs"
"bsv_02_gc_26_fev_2019_cle49dcfd"	"RÉSENT CÉRÉALES"	"Blé et orge"	"Blé et orge"	"Blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles, orge ( orge ) =http://ontology.inrae.fr/frenchcropusage/Orges"	"d'hiver : Cette sem"	"263-274"	"type=N_KON_N, match=fcu, form=Blé et orge"
"bsv_02_gc_26_fev_2019_cle49dcfd"	"Baris, charançon de"	"la tige du colza, charançon de la tige"	"la tige du , charançon de la tige"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"du chou et méligèth"	"4009-4047"	"type=N_PUN_N, match=fcu, form=la tige du colza, charançon de la tige"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"ues de pycnides sur"	"feuilles, tiges et gousses"	"feuilles, tiges et "	"gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	"(voir photo ci-cont"	"3097-3123"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". Symptômes d'ascoch"	"3175-3213"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". L'utilisation de s"	"3600-3638"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"ues de pycnides sur"	"feuilles, tiges et gousses"	"feuilles, tiges et "	"gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	"(voir photo ci-cont"	"3097-3123"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". Symptômes d'ascoch"	"3175-3213"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". L'utilisation de s"	"3600-3638"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"ues de pycnides sur"	"feuilles, tiges et gousses"	"feuilles, tiges et "	"gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	"(voir photo ci-cont"	"3391-3417"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". Évaluation du risq"	"3469-3507"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"elles, en observant"	"feuilles, tiges et gousses"	"feuilles, tiges et "	"gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	". Symptômes d'ascoch"	"3644-3670"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". L'utilisation de s"	"3783-3821"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
"bsv_gc_mp_n11_12122019_cle0bba99"	"celles en précédent"	"paille et colza"	"paille et colza"	"paille ( céréale à paille ) =http://ontology.inrae.fr/frenchcropusage/Cereales_paille, colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	". CEREALES A PAILLE"	"1093-1108"	"type=N_KON_N, match=fcu, form=paille et colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"e pour la prochaine"	"semaine, le colza"	"semaine, le "	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"étant sensible tant"	"5927-5944"	"type=N_PUN_N, match=fcu, form=semaine, le colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"ures sensibles dans"	"la rotation, colza"	"la rotation, "	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"en particulier (tou"	"10662-10680"	"type=N_PUN_N, match=fcu, form=la rotation, colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"lza en particulier ("	"tournesol, soja, cultures"	"tournesol, soja, cultures"	"tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols, soja ( soja ) =http://ontology.inrae.fr/frenchcropusage/Sojas"	"légumières ) - les"	"10697-10722"	"type=N_PUN_N, match=fcu, form=tournesol, soja, cultures"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"blé tendre semés en"	"octobre et blé"	"octobre et blé"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"dur sensibles. Les"	"18607-18621"	"type=N_KON_N, match=fcu, form=octobre et blé"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"sque s'arrête à fin"	"tallage, les céréales"	"tallage, les "	"céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"ayant dépassé ce st"	"22879-22900"	"type=N_PUN_N, match=fcu, form=tallage, les céréales"
"bsv_gc_mp_n27_16052019_cle046a11"	"dates de semis. Sur"	"orge, les symptômes"	", les symptômes"	"orge ( orge ) =http://ontology.inrae.fr/frenchcropusage/Orges"	"sont en augmentatio"	"5694-5713"	"type=N_PUN_N, match=fcu, form=orge, les symptômes"
"bsv_gc_mp_n27_16052019_cle046a11"	"otéagineux(féverole"	"d'hiver, pois"	"d'hiver, pois"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"d'hiver et pois de"	"27627-27640"	"type=N_PUN_N, match=fcu, form=d'hiver, pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"erole d'hiver, pois"	"d'hiver et pois de printemps"	"d'hiver et pois de printemps"	"pois de printemps ( pois protéagineux de printemps ) =http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	") est mis en œuvre p"	"27641-27669"	"type=N_KON_N, match=fcu, form=d'hiver et pois de printemps"
"bsv_gc_mp_n33_27062019_cle051c4f"	"e la résistance aux"	"traitements de semences, un suivi des races"	"traitements de , un suivi des races"	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"de mildiou est orga"	"2951-2994"	"type=N_PUN_N, match=fcu, form=traitements de semences, un suivi des races"
"bsv_gc_mp_n33_27062019_cle051c4f"	"t sensibles lors de"	"la formation des gousses, stade"	"la formation des , stade"	"gousses ( légume à graines ou à gousses ) =http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses"	"atteint par la majo"	"9808-9839"	"type=N_PUN_N, match=fcu, form=la formation des gousses, stade"
"bsv_gc_mp_n33_27062019_cle051c4f"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". Évaluation du risq"	"11466-11504"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
"bsv_gc_mp_n33_27062019_cle051c4f"	"die se conserve sur"	"les résidus de culture et les semences"	"les résidus de culture et les "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	". L'utilisation de s"	"11983-12021"	"type=N_KON_N, match=fcu, form=les résidus de culture et les semences"
